,hwd,pronSampa,ipa,nbSyll,pron,origin,warning,remarques,POS,lineId,pageId,motVedette
9599,undo,@ n d u,əndu,2,ŭndoʹ,,,,v.,73.0,227,undo
9600,undress,@ n d r\ E s,əndɹɛs,2,ŭndrĕʹſs,,,,n.,3.0,228,undress
9601,undue,@ n d u,əndu,2,ŭndūʹe,,,,a.,5.0,228,undue
9602,undulatory,V n dZ @ l @ t O: r\ i:,ʌn?ələtOːɹiː,5,ŭʹndŭlătŏry,,,,n.,7.0,228,undulatory
9603,uneasiness,V n i: z i: n @ s,ʌniːziːnəs,4,ŭneaʹsĭneſs,,,,n.,9.0,228,uneasiness
9604,uneasy,@ n i: z i:,əniːziː,3,ŭneaʹſy,,,,n.,10.0,228,uneasy
9605,unemployed,V n E m p l OI d,ʌnɛmpl?d,4,ŭnĕmployʹed,,,,a.,13.0,228,unemployed
9606,unequal,@ n i: k w @ l,əniːkwəl,3,ŭnēʹqual,,,,a.,15.0,228,unequal
9607,uneven,@ n i: v @ n,əniːvən,3,ŭnēʹven,,,,a.,18.0,228,uneven
9608,unexpected,V n i k s p E k t i d,ʌnikspɛktid,4,ŭnĕxpĕʹcted,,,,a.,23.0,228,unexpected
9609,unexperienced,V n i k s p I r\ i: @ n s t,ʌnikspɪɹiːənst,6,ŭnĕxpĕʹrĭĕncĕd,,,,a.,24.0,228,unexperienced
9610,unfair,@ n f E r\,ənfɛɹ,2,ŭnfaʹir,,,,a.,30.0,228,unfair
9611,unfaithful,@ n f eI T f @ l,ənf?θfəl,3,ŭnfaiʹthful,,,,a.,31.0,228,unfaithful
9612,unfashionable,@ n f { S @ n @ b @ l,ənfæʃənəbəl,6,ŭnfăʹſh_i_onable,,,,a.,33.0,228,unfashionable
9613,unfathomable,@ n f { D @ m @ b @ l,ənfæðəməbəl,5,ŭnfăʹthŏmable,,,,a.,36.0,228,unfathomable
9614,unfeeling,@ n f i: l i N,ənfiːliŋ,3,ŭnfeeling,,nbSyll>1 et pas d'accent tonic,,a.,6.0,232,unfeeling
9615,unfenced,@ n f E n s t,ənfɛnst,3,ŭnfĕʹnced,,,,a.,41.0,228,unfenced
9616,unfettered,@ n f E 4 3:r d,ənfɛɾɜ:rd,4,ŭnfĕʹttĕred,,,,a.,43.0,228,unfettered
9617,unfinished,@ n f I n i S t,ənfɪniʃt,4,ŭnfĭʹnĭſhed,,,,a.,44.0,228,unfinished
9618,unfit,@ n f I t,ənfɪt,2,ŭnfĭt,,nbSyll>1 et pas d'accent tonic,,a.,45.0,228,unfit
9619,unfold,@ n f @U l d,ənfoʊld,2,ŭnfoʹld,,,,v.,48.0,228,unfold
9620,unforeseen,V n f O: r\ s i: n,ʌnfOːɹsiːn,3,ŭnfōr_e_ſeeʹn,,,,a.,50.0,228,unforeseen
9621,unformed,@ n f O: r\ m d,ənfOːɹmd,3,ŭnfŏʹrmed,,,,a.,52.0,228,unformed
9622,unfortunate,@ n f O: r\ tS @ n @ t,ənfOːɹ?ənət,4,ŭnfŏʹrtūnāte,,,,a.,54.0,228,unfortunate
9623,unfriendly,@ n f r\ E n d l i:,ənfɹɛndliː,3,ŭnfr_i_ĕʹndly,,,,a.,57.0,228,unfriendly
9624,ungainly,@ n g eI n l i:,əng?nliː,3,ŭngaiʹnly,,,,p.,62.0,228,ungainly
9625,unglue,@ n g l u,ənglu,2,ŭnglūʹe,,,,v.,69.0,228,unglue
9626,unglued,@ n g l u d,ənglud,3,ŭnglūʹed,,,,a.,70.0,228,unglued
9627,ungodly,@ n g O: d l i:,əngOːdliː,3,ŭngŏʹdly,,,,a.,71.0,228,ungodly
9628,ungovernable,@ n g V v 3:r n @ b @ l,əngʌvɜ:rnəbəl,5,ŭngŏʹvĕrnable,,,,a.,72.0,228,ungovernable
9629,ungraceful,@ n g r\ eI s f @ l,əngɹ?sfəl,3,ŭngrāʹc_e_ful,,,,a.,73.0,228,ungraceful
9630,ungracious,@ n g r\ eI S @ s,əngɹ?ʃəs,4,ŭngrāʹcĭ_o_us,,,,a.,2.0,229,ungracious
9631,ungrateful,@ n g r\ eI t f @ l,əngɹ?tfəl,3,ŭngrāt_e_ful,,nbSyll>1 et pas d'accent tonic,,a.,6.0,229,ungrateful
9632,unguarded,@ n g A r\ 4 i d,əngɑɹɾid,3,ŭng_u_ăʹrded,,,,a.,8.0,229,unguarded
9633,unhappy,@ n h { p i:,ənhæpiː,3,ŭnhăʹppy,,,,a.,15.0,229,unhappy
9634,unhealthful,@ n h E l T f @ l,ənhɛlθfəl,3,ŭnheaʹlthful,,,,a.,21.0,229,unhealthful
9635,unheard,@ n h 3:r d,ənhɜ:rd,2,ŭnheaʹrd,,,,a.,22.0,229,unheard
9636,unheeded,@ n h i: 4 i d,ənhiːɾid,3,ŭnheeʹded,,,,a.,23.0,229,unheeded
9637,unhinge,@ n h I n dZ,ənhɪn?,2,ŭnhĭʹnge,,,,v.,25.0,229,unhinge
9638,unholy,@ n h @U l i:,ənhoʊliː,3,ŭnhoʹly,,,,a.,26.0,229,unholy
9639,unhook,@ n h U k,ənhʊk,2,ŭnhooʹk,,,,v.,28.0,229,unhook
9640,unhurt,@ n h 3:r t,ənhɜ:rt,2,ŭnhŭʹrt,,,,a.,32.0,229,unhurt
9641,unicorn,j u n i k O: r\ n,junikOːɹn,3,ūʹnĭcorn,L.,,,n.,33.0,229,unicorn
9642,uniform,j u n @ f O: r\ m,junəfOːɹm,3,ūʹnĭfŏrm,L.,,,a.,34.0,229,uniform
9643,uniformity,j u n @ f O: r\ m @ 4 i:,junəfOːɹməɾiː,5,ūnĭfŏʹrmĭty,L.,,,a.,35.0,229,uniformity
9644,uniformly,j u n @ f O: r\ m l i:,junəfOːɹmliː,4,ūʹnĭfŏrmly,,,,a.,36.0,229,uniformly
9645,unimaginable,V n i m { dZ i n @ b @ l,ʌnimæ?inəbəl,6,ŭnĭmāʹgĭnāble,,,,a.,37.0,229,unimaginable
9646,uninhabitable,V n i n h { b @ 4 @ b @ l,ʌninhæbəɾəbəl,6,ŭnĭnhăʹbĭtable,,,,a.,43.0,229,uninhabitable
9647,uninhabited,V n i n h { b @ 4 i d,ʌninhæbəɾid,5,ŭnĭnhăʹbĭted,,,,a.,42.0,229,uninhabited
9648,unintelligible,V n i n t E l @ dZ @ b @ l,ʌnintɛlə?əbəl,6,ŭnĭntĕllĭgĭble,,nbSyll>1 et pas d'accent tonic,,a.,46.0,229,unintelligible
9649,uninterrupted,V n i n t 3:r V p t i d,ʌnintɜ:rʌptid,5,ŭnĭntĕrrŭʹpted,,,,a.,47.0,229,uninterrupted
9650,uninvited,V n i n v aI 4 i d,ʌninv?ɾid,4,ŭnĭnvīʹted,,,,a.,49.0,229,uninvited
9651,union,j u n j @ n,junjən,3,ūnʹĭon,L.,,,n.,50.0,229,union
9652,unison,j u n @ s @ n,junəsən,3,ūʹnĭſon,,,,n.,51.0,229,unison
9653,unit,j u n @ t,junət,2,ūʹnĭt,,,,n.,52.0,229,unit
9654,unite,j u n aI t,jun?t,2,ūnīʹte,,,,v.,54.0,229,unite
9655,unity,j u n @ 4 i:,junəɾiː,3,ūʹnĭty,,,,n.,55.0,229,unity
9656,universal,j u n @ v 3:r s @ l,junəvɜ:rsəl,4,ūnĭvĕʹrſal,L.,,,a.,57.0,229,universal
9657,universality,j u n @ v 3:r s { l @ 4 i:,junəvɜ:rsæləɾiː,6,ūnĭvĕrſaʹlĭty,,,,n.,58.0,229,universality
9658,universe,j u n @ v 3:r s,junəvɜ:rs,3,ūnĭvĕʹrſe,L.,,,n.,59.0,229,universe
9659,university,j u n @ v 3:r s @ 4 i:,junəvɜ:rsəɾiː,5,ūnĭvĕʹrsĭty,,,,n.,60.0,229,university
9660,unjust,@ n dZ V s t,ən?ʌst,2,ŭnjŭʹſt,,,,a.,62.0,229,unjust
9661,unjustifiable,V n dZ V s t i f aI @ b @ l,ʌn?ʌstif?əbəl,6,ŭnjŭʹſtĭfīable,,,,a.,63.0,229,unjustifiable
9662,unkind,@ n k aI n d,ənk?nd,2,ŭnkīʹnd,,,,a.,65.0,229,unkind
9663,unknowing,@ n n @U i N,ənnoʊiŋ,3,ŭn_k_noʹ_w_ing,,,,a.,68.0,229,unknowing
9664,unknowingly,@ n n @U i N l i:,ənnoʊiŋliː,4,ŭn_k_noʹ_w_ingly,,,,p.,69.0,229,unknowingly
9665,unknown,@ n n @U n,ənnoʊn,2,ŭn_k_noʹ_w_n,,,,a.,70.0,229,unknown
9666,unlawful,@ n l O: f @ l,ənlOːfəl,3,ŭnlaʹwful,,,,a.,3.0,230,unlawful
9667,unleash,@ n l i: S,ənliːʃ,2,ŭnleaʹſh,,,,v.,6.0,230,unleash
9668,unlike,@ n l aI k,ənl?k,2,ŭnlīʹke,,,,a.,9.0,230,unlike
9669,unlikely,@ n l aI k l i:,ənl?kliː,3,ŭnlīʹk_e_ly,,,,a.,10.0,230,unlikely
9670,unlimited,@ n l I m @ 4 @ d,ənlɪməɾəd,4,ŭnlĭʹmĭted,,,,a.,11.0,230,unlimited
9671,unload,@ n l @U d,ənloʊd,2,ŭnloaʹd,,,,v.,12.0,230,unload
9672,unlock,@ n l A k,ənlɑk,2,ŭnlŏʹck,,,,v.,13.0,230,unlock
9673,unlucky,@ n l V k i:,ənlʌkiː,3,ŭnlŭʹcky,,,,a.,16.0,230,unlucky
9674,unmade,@ n m eI d,ənm?d,2,ŭnmāʹde,,,,a.,18.0,230,unmade
9675,unmarked,@ n m A r\ k t,ənmɑɹkt,3,ŭnmăʹrked,,,,a.,22.0,230,unmarked
9676,unmarried,@ n m E r\ i: d,ənmɛɹiːd,4,ŭnmăʹrriėd,,,,a.,23.0,230,unmarried
9677,unmask,@ n m { s k,ənmæsk,2,ŭnmăʹſk,,,,v.,24.0,230,unmask
9678,unmatched,@ n m { tS t,ənmæ?t,3,ŭnmăʹtched,,,,a.,27.0,230,unmatched
9679,unmoved,@ n m u v d,ənmuvd,3,ŭnmoʹved,,,,a.,39.0,230,unmoved
9680,unnatural,@ n n { tS 3:r @ l,ənnæ?ɜ:rəl,4,ŭnnăʹtūral,,,,a.,43.0,230,unnatural
9681,unnecessary,@ n n E s @ s E r\ i:,ənnɛsəsɛɹiː,5,ŭnnĕʹcĕſsăry,,,,a.,45.0,230,unnecessary
9682,unoccupied,@ n A k j @ p aI d,ənɑkjəp?d,5,ŭnŏʹccūpīed,,,,a.,48.0,230,unoccupied
9683,unopposed,V n @ p @U z d,ʌnəpoʊzd,4,ŭnŏppōʹſed,,,,a.,49.0,230,unopposed
9684,unpack,@ n p { k,ənpæk,2,ŭnpăʹck,,,,v.,50.0,230,unpack
9685,unpaid,@ n p eI d,ənp?d,2,ŭnpaiʹd,,,,a.,51.0,230,unpaid
9686,unpainted,@ n p eI n t i d,ənp?ntid,3,ŭnpaiʹnted,,,,a.,52.0,230,unpainted
9687,unpleasant,@ n p l E z @ n t,ənplɛzənt,3,ŭnpleaʹſant,,,,a.,68.0,230,unpleasant
9688,unprecedented,@ n p r\ E s i d E n t i d,ənpɹɛsidɛntid,5,ŭnprĕʹcĕdĕnted,,,,a.,4.0,231,unprecedented
9689,unprepared,V n p r\ i: p E r\ d,ʌnpɹiːpɛɹd,4,ŭnprepāʹred,,,,a.,8.0,231,unprepared
9690,unprofitable,@ n p r\ A f i 4 @ b @ l,ənpɹɑfiɾəbəl,5,ŭnprŏʹfĭtable,,,,a.,11.0,231,unprofitable
9691,unpromising,@ n p r\ O: m i s i N,ənpɹOːmisiŋ,4,ŭnprŏʹmĭſing,,,,a.,12.0,231,unpromising
9692,unproved,@ n p r\ u v d,ənpɹuvd,3,ŭnproʹved,,,,a.,15.0,231,unproved
9693,unprovoked,V n p r\ @ v @U k t,ʌnpɹəvoʊkt,4,ŭnprovōʹked,,,,a.,17.0,231,unprovoked
9694,unpunished,@ n p V n i S t,ənpʌniʃt,4,ŭnpŭʹniſhed,,,,a.,19.0,231,unpunished
9695,unqualified,@ n k w A l i f aI d,ənkwɑlif?d,5,ŭnquaʹlĭfīed,,,,a.,20.0,231,unqualified
9696,unquenchable,@ n k w E n tS @ b @ l,ənkwɛn?əbəl,4,ŭnquĕʹnchable,,,,a.,21.0,231,unquenchable
9697,unquestionable,@ n k w E s tS @ n @ b @ l,ənkwɛs?ənəbəl,6,ŭnquĕʹſtionable,,,,a.,22.0,231,unquestionable
9698,unrated,@ n r\ eI 4 i d,ənɹ?ɾid,3,ŭnrāʹted,,,,a.,24.0,231,unrated
9699,unravel,@ n r\ { v @ l,ənɹævəl,3,ŭnrāʹvel,,,,a.,25.0,231,unravel
9700,unreasonable,@ n r\ i: z n @ b @ l,ənɹiːznəbəl,5,ŭnreaʹſŏnable,,,,a.,26.0,231,unreasonable
9701,unrefined,V n r\ i: f aI n d,ʌnɹiːf?nd,4,ŭnrefīʹned,,,,a.,33.0,231,unrefined
9702,unrelenting,V n r\ i: l E n t i N,ʌnɹiːlɛntiŋ,4,ŭnrelĕʹnting,,,,a.,36.0,231,unrelenting
9703,unrelieved,V n r\ i: l i: v d,ʌnɹiːliːvd,4,ŭnrelieʹved,,,,a.,37.0,231,unrelieved
9704,unremitted,@ n r\ i m I 4 i d,ənɹimɪɾid,4,ŭnremĭtted,,nbSyll>1 et pas d'accent tonic,,a.,38.0,231,unremitted
9705,unrequited,V n r\ i: k w aI 4 i d,ʌnɹiːkw?ɾid,4,ŭnrequīʹted,,,,a.,43.0,231,unrequited
9706,unresolved,@ n r\ i z A l v d,ənɹizɑlvd,4,ŭnresŏʹlved,,,,a.,46.0,231,unresolved
9707,unrestrained,V n r\ i: s t r\ eI n d,ʌnɹiːstɹ?nd,4,ŭnreſtraiʹned,,,,a.,48.0,231,unrestrained
9708,unrivaled,@ n r\ aI v @ l d,ənɹ?vəld,4,ŭnrīʹvaled,,,,a.,56.0,231,unrivaled
9709,unruffled,@ n r\ V f @ l d,ənɹʌfəld,3,ŭnrŭʹffled,,,,a.,59.0,231,unruffled
9710,unruly,@ n r\ u l i:,ənɹuliː,3,ŭnrūʹly,,,,a.,60.0,231,unruly
9711,unsafe,@ n s eI f,əns?f,2,ŭnsāʹfe,,,,a.,62.0,231,unsafe
9712,unsaid,@ n s E d,ənsɛd,2,ŭnſaiʹd,,,,a.,63.0,231,unsaid
9713,unsaleable,@ n s eI l @ b @ l,əns?ləbəl,4,ŭnsāʹl_e_able,,,,a.,64.0,231,unsaleable
9714,unsatisfactory,V n s @ 4 i s f { k t 3:r i:,ʌnsəɾisfæktɜ:riː,6,ŭnsătĭsfăʹctŏry,,,,a.,67.0,231,unsatisfactory
9715,unsatisfied,@ n s { 4 i s f aI d,ənsæɾisf?d,5,ŭnsăʹtĭsfīed,,,,a.,68.0,231,unsatisfied
9716,unsay,@ n s eI,əns?,2,ŭnſaʹy,,,,v.,70.0,231,unsay
9717,unseal,@ n s i: l,ənsiːl,2,ŭnſeaʹl,,,,v.,73.0,231,unseal
9718,unsealed,@ n s i: l d,ənsiːld,3,ŭnſeaʹled,,,,a.,2.0,232,unsealed
9719,unseemly,@ n s i: m l i:,ənsiːmliː,3,ŭnſeeʹmly,,,,a.,7.0,232,unseemly
9720,unseen,@ n s i: n,ənsiːn,2,ŭnſeeʹn,,,,a.,8.0,232,unseen
9721,unserviceable,@ n s 3:r v @ s @ b @ l,ənsɜ:rvəsəbəl,5,ŭnsĕrvĭʹc_e_able,,,,a.,10.0,232,unserviceable
9722,unset,@ n s E t,ənsɛt,2,ŭnsĕʹt,,,,a.,11.0,232,unset
9723,unsettled,@ n s E 4 @ l d,ənsɛɾəld,4,ŭnsĕʹttled,,,,a.,12.0,232,unsettled
9724,unshackle,@ n S { k @ l,ənʃækəl,3,ŭnſhăʹckle,,,,v.,13.0,232,unshackle
9725,unshaken,@ n S eI k @ n,ənʃ?kən,3,ŭnſhāʹk_e_n,,,,a.,15.0,232,unshaken
9726,unsightly,@ n s aI t l i:,əns?tliː,3,ŭnsīʹ_gh_tly,,,,a.,20.0,232,unsightly
9727,unspeakable,@ n s p i: k @ b @ l,ənspiːkəbəl,4,ŭnſpeaʹkable,,,,a.,29.0,232,unspeakable
9728,unspent,@ n s p E n t,ənspɛnt,2,ŭnſpĕʹnt,,,,a.,30.0,232,unspent
9729,unstable,@ n s t eI b @ l,ənst?bəl,3,ŭnſtāʹble,,,,a.,32.0,232,unstable
9730,unstained,@ n s t eI n d,ənst?nd,3,ŭnſtaiʹned,,,,a.,33.0,232,unstained
9731,unsteady,@ n s t E 4 i:,ənstɛɾiː,3,ŭnſteaʹdy,,,,a.,38.0,232,unsteady
9732,unsuccessful,V n s @ k s E s f @ l,ʌnsəksɛsfəl,4,ŭnsŭccĕʹſsful,,,,a.,47.0,232,unsuccessful
9733,unsuitable,@ n s u 4 @ b @ l,ənsuɾəbəl,4,ŭnsū_i_ʹtable,,,,a.,49.0,232,unsuitable
9734,unsullied,@ n s V l i: d,ənsʌliːd,4,ŭnsŭʹllĭed,,,,a.,50.0,232,unsullied
9735,untainted,@ n t eI n t i d,ənt?ntid,3,ŭntaiʹnted,,,,a.,55.0,232,untainted
9736,untaught,@ n t O: t,əntOːt,2,ŭntauʹ_gh_t,,,,a.,60.0,232,untaught
9737,untenable,@ n t E n @ b @ l,əntɛnəbəl,4,ŭntēʹnable,,,,a.,62.0,232,untenable
9738,unthinking,@ n T I N k i N,ənθɪŋkiŋ,3,ŭnthĭʹnkĭng,,,,a.,66.0,232,unthinking
9739,unthought,@ n T O: t,ənθOːt,2,ŭntho_u_ʹ_gh_t,,,,a.,67.0,232,unthought
9740,untie,@ n t aI,ənt?,2,ŭntīeʹ,,,,v.,70.0,232,untie
9741,untimely,@ n t aI m l i:,ənt?mliː,3,ŭntīʹm_e_ly,,,,a.,72.0,232,untimely
9742,untold,@ n t @U l d,əntoʊld,2,ŭntoʹld,,,,a.,73.0,232,untold
9743,untouched,@ n t V tS t,əntʌ?t,3,ŭnt_o_ŭʹched,,,,a.,2.0,233,untouched
9744,untoward,@ n t u O: r\ d,əntuOːɹd,3,ŭnto_w_ăʹrd,,,,a.,3.0,233,untoward
9745,untried,@ n t r\ aI d,əntɹ?d,3,ŭntrīʹed,,,,a.,5.0,233,untried
9746,untrimmed,@ n t r\ I m d,əntɹɪmd,3,ŭntrĭʹmmed,,,,a.,6.0,233,untrimmed
9747,untroubled,@ n t r\ V b @ l d,əntɹʌbəld,3,ŭntr_o_ŭʹbled,,,,a.,8.0,233,untroubled
9748,untrue,@ n t r\ u,əntɹu,2,ŭntrūʹe,,,,a.,9.0,233,untrue
9749,untruth,@ n t r\ u T,əntɹuθ,2,ŭntrūʹth,,,,n.,11.0,233,untruth
9750,unusual,@ n j u Z @ w @ l,ənjuʒəwəl,4,ŭnūʹsūal,,,,a.,19.0,233,unusual
9751,unutterable,@ n V 4 3:r @ b @ l,ənʌɾɜ:rəbəl,5,ŭnŭʹttĕrable,,,,a.,20.0,233,unutterable
9752,unwarrantable,@ n w O: r\ @ n 4 @ b @ l,ənwOːɹənɾəbəl,5,ŭnwăʹrrăntable,,,,a.,24.0,233,unwarrantable
9753,unwarranted,@ n w O: r\ @ n t i d,ənwOːɹəntid,4,ŭnwăʹrrănted,,,,a.,25.0,233,unwarranted
9754,unwary,@ n w E r\ i:,ənwɛɹiː,3,ŭnwāʹry,,,,a.,26.0,233,unwary
9755,unwashed,@ n w A S t,ənwɑʃt,3,ŭnwăʹſhed,,,,a.,27.0,233,unwashed
9756,unwavering,@ n w eI v 3:r i N,ənw?vɜ:riŋ,4,ŭnwāʹvĕring,,,,a.,31.0,233,unwavering
9757,unwearied,@ n w I r\ i: d,ənwɪɹiːd,4,ŭnweaʹried,,,,a.,33.0,233,unwearied
9758,unwelcome,@ n w E l k @ m,ənwɛlkəm,3,ŭnwĕʹlcŏme,,,,a.,36.0,233,unwelcome
9759,unwholesome,@ n h @U l s @ m,ənhoʊlsəm,3,ŭn_w_hoʹl_e_sŏme,,,,a.,37.0,233,unwholesome
9760,unwieldy,@ n w i: l d i:,ənwiːldiː,3,ŭnwieʹldy,,,,a.,38.0,233,unwieldy
9761,unwilling,@ n w I l i N,ənwɪliŋ,3,ŭnwiʹlling,,,,a.,39.0,233,unwilling
9762,unwind,@ n w aI n d,ənw?nd,2,ŭnwīʹnd,,,,v.,40.0,233,unwind
9763,unwise,@ n w aI z,ənw?z,2,ŭnwīʹſe,,,,a.,41.0,233,unwise
9764,unwittingly,@ n w I 4 i N l i:,ənwɪɾiŋliː,4,ŭnwĭʹttingly,,,,a.,43.0,233,unwittingly
9765,unworthy,@ n w 3:r D i:,ənwɜ:rðiː,3,ŭnwŏʹrthy,,,,a.,48.0,233,unworthy
9766,unwrap,@ n r\ { p,ənɹæp,2,ŭn_w_răʹp,,,,v.,52.0,233,unwrap
9767,unwritten,@ n r\ I t @ n,ənɹɪtən,3,ŭn_w_rĭʹtt_e_n,,,,a.,55.0,233,unwritten
9768,unyielding,@ n j i: l d i N,ənjiːldiŋ,3,ŭnyieʹlding,,,,a.,57.0,233,unyielding
9769,upbraid,V p b r\ eI d,ʌpbɹ?d,2,ŭpbraiʹd,,,,v.,33.0,234,upbraid
9770,uphold,@ p h @U l d,əphoʊld,2,ŭphoʹld,,,,v.,34.0,234,uphold
9771,upper,V p 3:r,ʌpɜ:r,2,ŭʹpp_e_r,,,,a.,36.0,234,upper
9772,uppermost,V p 3:r m @U s t,ʌpɜ:rmoʊst,3,ŭʹppĕrmoſt,,,,a.,37.0,234,uppermost
9773,upright,@ p r\ aI t,əpɹ?t,2,ŭʹprī_gh_t,,,,a.,39.0,234,upright
9774,uprising,@ p r\ aI z i N,əpɹ?ziŋ,3,ŭʹprīſing,,,,n.,40.0,234,uprising
9775,uproar,V p r\ O: r\,ʌpɹOːɹ,2,ŭʹproar,,,,n.,41.0,234,uproar
9776,upshot,V p S A t,ʌpʃɑt,2,ŭʹpſhot,,,,n.,42.0,234,upshot
9777,upside,V p s aI d,ʌps?d,2,ŭʹpsīde,,,,n.,43.0,234,upside
9778,upstart,V p s t A r\ t,ʌpstɑɹt,2,ŭʹpſtărt,,,,n.,44.0,234,upstart
9779,upward,V p w 3:r d,ʌpwɜ:rd,2,ŭʹpwărd,,,,p.,45.0,234,upward
9780,urbane,3:r b eI n,ɜ:rb?n,2,ŭʹrbāne,L.,,,a.,47.0,234,urbane
9781,urchin,3:r tS @ n,ɜ:r?ən,2,ŭʹrchin,,,,n.,50.0,234,urchin
9782,urethra,j 3:r i: T r\ @,jɜ:riːθɹə,3,ūrĕʹthrā,G.,,,n.,51.0,234,urethra
9783,urge,3:r dZ,ɜ:r?,1,ŭrge,L.,,,v.,52.0,234,urge
9784,urgency,3:r dZ @ n s i:,ɜ:r?ənsiː,3,ŭʹrgĕncy,L.,,,n.,53.0,234,urgency
9785,urgent,3:r dZ @ n t,ɜ:r?ənt,2,ŭʹrgĕnt,,,,a.,54.0,234,urgent
9786,urinary,j 3:r @ n E r\ i:,jɜ:rənɛɹiː,4,ūʹrĭnăry,,,,a.,56.0,234,urinary
9787,urine,j 3:r @ n,jɜ:rən,2,ūʹrĭne,L.,,,n.,57.0,234,urine
9788,urn,3:r n,ɜ:rn,1,ŭrn,,,,n.,59.0,234,urn
9789,ursa,3:r s @,ɜ:rsə,2,ŭʹrsā,L.,,,n.,61.0,234,ursa
9790,usage,j u s @ dZ,jusə?,2,ūʹſage,F.,,,n.,63.0,234,usage
9791,use,j u s,jus,1,ūſe,F.,,,n.,65.0,234,use
9792,useful,j u s f @ l,jusfəl,2,ūʹſ_e_ful,,,,a.,66.0,234,useful
9793,usher,V S 3:r,ʌʃɜ:r,2,ŭʹſher,,,,n.,67.0,234,usher
9794,usquebaugh,j u s k b A,juskbɑ,3,ŭſquebauʹ_gh_,,,,n.,68.0,234,usquebaugh
9795,usual,j u Z @ w @ l,juʒəwəl,3,ūʹsūal,F.,,,a.,70.0,234,usual
9796,usurp,j u s 3:r p,jusɜ:rp,2,ūsŭʹrp,L.,,,v.,3.0,235,usurp
9797,usurpation,j u s 3:r p eI S @ n,jusɜ:rp?ʃən,5,ūsŭrpāʹtion,,,,n.,4.0,235,usurpation
9798,usury,j u Z 3:r i:,juʒɜ:riː,3,ūʹsŭry,L.,,,n.,6.0,235,usury
9799,uterus,j u 4 3:r @ s,juɾɜ:rəs,3,ūʹtĕrus,L.,,,n.,9.0,235,uterus
9800,utility,j u t I l @ 4 i:,jutɪləɾiː,4,ūtĭʹlĭty,,,,n.,10.0,235,utility
9801,utmost,V t m @U s t,ʌtmoʊst,2,ŭʹtmoſt,,,,a.,11.0,235,utmost
9802,utter,V 4 3:r,ʌɾɜ:r,2,ŭʹtt_e_r,,,,a.,12.0,235,utter
9803,utterance,V 4 3:r @ n s,ʌɾɜ:rəns,3,ŭʹttĕrănce,,,,n.,13.0,235,utterance
9804,utterly,V 4 3:r l i:,ʌɾɜ:rliː,3,ŭʹttĕrly,,,,p.,14.0,235,utterly
9805,vacancy,v eI k @ n s i:,v?kənsiː,3,văʹcăncy,L.,,,n.,2.0,221,vacancy
9806,vacant,v eI k @ n t,v?kənt,2,văʹcănt,L.,,,a.,3.0,221,vacant
9807,vacate,v eI k eI t,v?k?t,2,văʹcāte,L.,,,v.,4.0,221,vacate
9808,vacation,v eI k eI S @ n,v?k?ʃən,4,văcāʹtion,,,,n.,5.0,221,vacation
9809,vacuum,v { k j u m,vækjum,3,văʹcūŭm,L.,,,n.,7.0,221,vacuum
9810,vagabond,v { g @ b A n d,vægəbɑnd,3,vāʹgăbŏnd,L.,,,n.,8.0,221,vagabond
9811,vagary,v eI g 3:r i:,v?gɜ:riː,3,văgāʹry,,,,n.,9.0,221,vagary
9812,vagrant,v eI g r\ @ n t,v?gɹənt,2,văʹgrănt,,,,n.,10.0,221,vagrant
9813,vague,v eI g,v?g,1,vāg_ue_,L.,,,a.,11.0,221,vague
9814,vail,v eI l,v?l,1,vail,F.,,,n.,12.0,221,vail
9815,vain,v eI n,v?n,1,vain,,,,a.,14.0,221,vain
9816,vale,v eI l,v?l,1,vāle,L.,,,n.,17.0,221,vale
9817,valence,v eI l @ n s,v?ləns,2,vaʹlĕnce,,,,n.,19.0,221,valence
9818,valentine,v { l @ n t aI n,vælənt?n,3,vaʹlĕntīne,,,,n.,20.0,221,valentine
9819,valet,v { l eI,væl?,2,văʹlet,F.,,,n.,21.0,221,valet
9820,valiant,v { l j @ n t,væljənt,3,văʹlĭant,,,,a.,24.0,221,valiant
9821,valid,v { l @ d,væləd,2,văʹlĭd,L.,,,n.,25.0,221,valid
9822,validate,v { l @ 4 eI t,væləɾ?t,3,valĭʹdāte,L.,,,v.,26.0,221,validate
9823,validity,v @ l I 4 @ 4 i:,vəlɪɾəɾiː,4,valĭʹdĭty,,,,n.,27.0,221,validity
9824,valley,v { l i:,væliː,2,văʹlley,L.,,,n.,28.0,221,valley
9825,valuable,v { l j @ b @ l,væljəbəl,4,văʹlūable,,,,a.,31.0,221,valuable
9826,valuation,v { l j u eI S @ n,vælju?ʃən,5,vălūāʹtion,,,,n.,32.0,221,valuation
9827,value,v { l j u,vælju,2,văʹlūe,,,,n.,33.0,221,value
9828,valve,v { l v,vælv,1,valve,L.,,,n.,34.0,221,valve
9829,vamp,v { m p,væmp,1,vămp,,,,n.,35.0,221,vamp
9830,van,v { n,væn,1,văn,,,,n.,36.0,221,van
9831,vandals,v { n d @ l z,vændəlz,2,văʹndăls,,,,n.,37.0,221,vandals
9832,vane,v eI n,v?n,1,vāne,,,,n.,38.0,221,vane
9833,vanilla,v @ n I l @,vənɪlə,3,vănĭʹllā,,,,n.,39.0,221,vanilla
9834,vanish,v { n i S,væniʃ,2,văʹniſh,L.,,,v.,41.0,221,vanish
